acousticness,artists,danceability,duration_ms,energy,explicit,instrumentalness,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.337,"['Asha Rai', 'Imran', 'Vaibhav']",0.804,157440,0.47,0,0.0,0.0754,-9.408,0,The New Year Song 2019,0,2018-12-25,0.103,98.061,0.76,2018
0.0251,"['NLE Choppa', 'Blueface']",0.894,176632,0.511,1,0.0,0.14,-4.768,1,Shotta Flow (Feat. Blueface) [Remix],71,2019-06-20,0.42,120.08,0.568,2019
0.000537,['Alex TorgashOFF'],0.688,127538,0.604,0,0.327,0.3379999999999999,-11.159,1,Happy New Year 2019! - Remix,0,2018-12-12,0.0367,128.055,0.147,2018
0.0823,['Kelly Clarkson'],0.73,218948,0.732,0,0.0,0.0757,-2.556,1,Broken & Beautiful,70,2019-03-27,0.0366,112.058,0.546,2019
0.228,['Neha Raj'],0.599,165199,0.924,0,1.16e-06,0.362,-3.3080000000000003,0,Happy New Year 2019 Special,0,2019-04-04,0.087,104.867,0.636,2019
0.0415,['lildeath'],0.542,129541,0.856,0,0.159,0.166,-7.443,1,moment,71,2019-12-22,0.0925,171.364,0.524,2019
0.0422,['Oriental Music Zone'],0.494,236895,0.555,0,0.0365,0.125,-12.216,1,Chinese New Year Festival 2019,0,2019-01-24,0.0303,114.045,0.517,2019
0.00824,['Justin Moore'],0.624,211430,0.903,0,0.0,0.309,-3.0460000000000003,1,Why We Drink,66,2019-07-26,0.0347,116.99,0.7240000000000001,2019
0.2289999999999999,"['Rotimi', 'Wale']",0.637,185461,0.501,0,5.91e-05,0.099,-6.148,0,In My Bed,75,2019-12-13,0.187,103.993,0.431,2019
0.489,['FLETCHER'],0.442,183428,0.579,1,1.04e-06,0.126,-6.484,1,Undrunk,69,2019-08-16,0.145,83.336,0.546,2019
0.451,['DJ Chill del Mar'],0.617,303339,0.522,0,0.831,0.1159999999999999,-14.109000000000002,1,2019 New Year's Eve Party,3,2018-12-13,0.07,114.996,0.0475,2018
0.607,"['Drax Project', 'SIX60']",0.397,218854,0.524,0,0.0,0.157,-5.846,1,Catching Feelings (feat. SIX60),70,2019-09-27,0.103,175.562,0.3429999999999999,2019
0.0329,['Anthony Wayne'],0.63,165773,0.521,1,0.0,0.4579999999999999,-14.604,1,"2019 (New Year, Different Fit)",0,2019-05-31,0.4029999999999999,157.965,0.507,2019
0.102,"['Flipp Dinero', 'Lil Baby']",0.826,224916,0.635,1,0.0,0.245,-5.181,0,How I Move (feat. Lil Baby),68,2019-11-15,0.212,119.954,0.8079999999999999,2019
0.0112,['AKP Machhi'],0.762,179696,0.972,0,0.0,0.8809999999999999,-5.292000000000002,1,Happy New Year Ki Party 2019,0,2019-01-02,0.1159999999999999,119.972,0.59,2019
0.3879999999999999,['Snoh Aalegra'],0.705,212787,0.433,1,0.134,0.0841,-9.706,1,I Want You Around,69,2019-08-16,0.204,168.00599999999997,0.602,2019
0.0024,['microM'],0.7559999999999999,128784,0.579,0,0.908,0.162,-11.069,1,Happy new year 2019 - instrumental Ver.,0,2018-12-27,0.0626,96.0,0.0641,2018
0.0363,['Kameron Marlowe'],0.529,230842,0.848,0,0.0,0.172,-3.833,1,Giving You Up,66,2019-06-14,0.0427,143.954,0.75,2019
0.588,['Gordon Davidson'],0.735,214007,0.49,0,0.0446,0.157,-8.951,1,The Year Of Our Lord 2019,0,2019-11-22,0.0403,110.015,0.758,2019
0.015,"['Roddy Ricch', 'Meek Mill']",0.778,198849,0.573,1,0.0,0.4639999999999999,-7.338999999999999,0,Peta (feat. Meek Mill),68,2019-12-06,0.251,140.114,0.2689999999999999,2019
1.0800000000000003e-05,['Samael'],0.324,262147,0.787,0,0.932,0.307,-6.0760000000000005,1,Ten Thousand Years (Orchestral) - 2019 Remaster,0,2019-04-19,0.0378,171.925,0.3720000000000001,2019
0.237,"['Tee Grizzley', 'A Boogie Wit da Hoodie', 'YNW Melly']",0.779,332195,0.705,1,0.0,0.0899,-6.382999999999999,0,Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly),66,2019-06-07,0.051,122.996,0.451,2019
0.767,"['Not Applicable,', 'Christian Thielemann', 'Wiener Philharmoniker']",0.721,937770,0.3389999999999999,0,0.0,0.336,-18.887,0,New Year's Concert 2019 Booklet Text,0,2019-03-08,0.944,127.437,0.498,2019
0.214,['Juice WRLD'],0.583,192094,0.815,1,0.0,0.413,-4.257,1,Rider,68,2019-03-08,0.0365,140.031,0.451,2019
0.000372,['I Prevail'],0.389,223173,0.885,1,0.0003109999999999,0.2019999999999999,-5.063,0,Hurricane,69,2019-03-29,0.0551,164.989,0.187,2019
0.0442,"['Aaron Smith', 'Luvli', 'Krono']",0.7509999999999999,256000,0.727,0,0.0333,0.1,-9.789,0,Dancin - Krono Remix,73,2019-11-11,0.0304,119.983,0.28,2019
0.000118,['Slipknot'],0.4270000000000001,260773,0.946,1,0.0253,0.0604,-2.188,1,Unsainted,73,2019-08-09,0.0469,101.305,0.237,2019
0.619,['DJ X-Change'],0.4029999999999999,29977,0.5529999999999999,0,0.0,0.539,-8.674,0,New Years Eve Ultimate Countdown 2019,0,2018-12-17,0.3979999999999999,57.737,0.496,2018
0.0296,['TWICE'],0.7090000000000001,206867,0.959,0,0.00188,0.107,-1.339,1,Feel Special,76,2019-09-23,0.0603,128.983,0.644,2019
0.000596,['Tom Petty'],0.471,261813,0.956,0,0.62,0.624,-6.371,1,Runnin' Down A Dream,70,2019-03-01,0.0403,169.798,0.715,2019
0.0229,['Bass Chaserz'],0.433,4258406,0.969,1,0.0,0.467,-2.428,1,Nightbreed 2019 Yearmix - Full Continuous Mix,2,2019-12-23,0.2019999999999999,156.025,0.177,2019
0.00456,['Workout Music '],0.843,281253,0.6579999999999999,0,0.73,0.0673,-7.072,0,Bad Guy (Remix),25,2019-12-26,0.0678,131.01,0.562,2019
0.8240000000000001,['Jazz Instrumental Relax Center'],0.7090000000000001,213971,0.531,0,0.897,0.0719,-10.16,1,Happy New Year,15,2019-12-09,0.0315,99.149,0.846,2019
0.487,['Los Hermanos Jinetes'],0.518,161933,0.516,0,0.0338,0.0987,-9.465,1,2000 Light Years from Home,0,2019-12-04,0.0273,128.58700000000002,0.303,2019
0.906,"['BARRATT/MIETZKE', 'Mietzke', 'David Barratt']",0.205,340000,0.276,0,1.97e-05,0.0772,-11.356,1,20000 Light Years from Home,0,2018-11-26,0.0321,90.417,0.177,2018
0.000272,['Jimmy Creasey'],0.491,201947,0.755,0,0.804,0.499,-9.541,1,2000 Light Years from Home,0,2018-09-29,0.0384,118.031,0.511,2018
0.000958,['Hauser'],0.722,239244,0.7070000000000001,0,0.0192,0.119,-7.277,1,2000 Light Years from Home,0,2018-12-07,0.0305,110.014,0.417,2018
0.000757,"['DJ Trendsetter', 'Summer Son']",0.601,283596,0.933,0,0.8959999999999999,0.354,-10.103,0,Flashback from the Year 2000,0,2019-05-06,0.0547,169.982,0.4639999999999999,2019
0.0291,['Höffmänn'],0.5670000000000001,219692,0.54,0,7.36e-05,0.1,-13.733,0,2000 Light Years from Home,0,2018-09-12,0.0388,129.887,0.534,2018
0.226,"['Leela', 'Fausto Fawcett']",0.198,600000,0.737,0,0.264,0.669,-9.291,1,2000 Light Years from Home,1,2018-01-19,0.0782,88.242,0.286,2018
0.665,['Cary Grace'],0.288,454000,0.357,0,0.0098,0.0407,-17.003,0,2000 Light Years from Home - Remastered,0,2018-03-13,0.0488,124.21,0.125,2018
0.322,"['Tony Diana', 'Anthony Armondo']",0.218,146328,0.515,0,0.5489999999999999,0.153,-12.292,0,On the Road for 2000 Years,0,2018-08-24,0.0395,121.965,0.159,2018
0.0972,"['Larry Wilson', 'His Blue City Knights']",0.347,449640,0.54,0,0.124,0.129,-8.684,1,2000 Light Years from Home (Live),0,2019-12-31,0.0306,99.182,0.165,2019
0.445,"['Dogstare', 'Rennie Foster']",0.7859999999999999,362839,0.802,0,0.755,0.111,-8.935,0,The Year 2000 - Rennie Foster Verdict,0,2019-11-14,0.0546,124.016,0.669,2019
3.16e-05,['Grave Digger'],0.3829999999999999,174360,0.916,0,0.0069999999999999,0.243,-8.047,0,2000 Light Years from Home - 2018 - Remaster,8,2018-05-25,0.223,119.397,0.119,2018
0.0219,['Cosmic Jones'],0.332,231652,0.927,0,0.000579,0.158,-6.121,1,2000 Light Years from Home Cover (Remastered),0,2018-11-22,0.1119999999999999,115.177,0.337,2018
0.15,['Supernova'],0.873,299016,0.8759999999999999,1,0.331,0.106,-9.687,0,The Bridge - Original Mix,0,2019-04-12,0.0938,122.001,0.209,2019
0.521,['Supernova'],0.677,362627,0.4579999999999999,1,0.123,0.114,-11.813,0,Dare to Dream - Album Mix,0,2019-04-12,0.0275,103.986,0.34,2019
0.000405,"['Kerri Chandler', 'Supernova']",0.8009999999999999,283279,0.853,1,0.484,0.0748,-6.845,1,Hallelujah - Supernova Jackin' Mix,0,2019-04-12,0.134,122.004,0.206,2019
0.0199,"['Supernova', 'Zion']",0.7829999999999999,291148,0.765,1,0.736,0.0848,-9.803,0,Sound of Thunder - Original Mix,0,2019-04-12,0.0466,121.989,0.221,2019
0.034,['Supernova'],0.8059999999999999,236066,0.732,1,0.897,0.0925,-9.945,1,Nine - Original Mix,0,2019-04-12,0.0652,122.005,0.207,2019
0.0784,"['Johnny Dangerous', 'Supernova']",0.7879999999999999,270492,0.921,1,0.926,0.1119999999999999,-7.729,1,Emerald City - Supernova Usethesample Mix,0,2019-04-12,0.055,122.012,0.8690000000000001,2019
0.0494,"['Chez Damier', 'Supernova']",0.8290000000000001,322623,0.878,1,0.4970000000000001,0.0805,-7.626,1,Can You Feel It - Supernova Remix,4,2019-04-12,0.0634,121.932,0.376,2019
0.73,['Supernova'],0.8059999999999999,238033,0.905,1,0.934,0.107,-10.323,1,Instant Duble - Original Mix,0,2019-04-12,0.0545,121.985,0.355,2019
0.00674,"['Supernova', 'Grandmaster Melle Mel']",0.7859999999999999,240293,0.815,1,0.000233,0.156,-7.252000000000002,0,That's What I Like - Album Mix,0,2019-04-12,0.0557,126.971,0.83,2019
0.000866,"['Soul Central', 'Supernova']",0.736,334426,0.907,1,0.901,0.12,-9.626,0,Strings of Life - Supernova Main Mix,0,2019-04-12,0.0582,121.997,0.624,2019
0.000637,['Supernova'],0.71,306885,0.95,1,0.642,0.0563,-6.5120000000000005,0,Click Song - Original Mix,0,2019-04-12,0.06,121.983,0.136,2019
0.00117,"['Jakatta', 'Supernova']",0.773,409180,0.765,1,0.847,0.0762,-8.068999999999999,1,American Dream - Supernova Remix,1,2019-04-12,0.0512,122.008,0.585,2019
0.0192,"['Supernova', 'Ace Lover']",0.777,287947,0.7,1,0.00183,0.3289999999999999,-7.2810000000000015,0,Guru - Album Mix,0,2019-04-12,0.0358,109.96,0.674,2019
0.0033399999999999,['Supernova'],0.765,314754,0.968,1,0.695,0.0784,-8.718,1,Esta Loca - Supernova 2010 Revision,0,2019-04-12,0.055,122.003,0.687,2019
0.32,"['Supernova', 'Ronnie Jones']",0.653,280640,0.597,1,1.74e-06,0.212,-7.2970000000000015,0,An American's Dream - Album Mix,0,2019-04-12,0.0291,144.088,0.68,2019
0.0028899999999999,"['Roland Clark', 'Urban Soul', 'Supernova']",0.816,288197,0.921,1,0.8170000000000001,0.241,-5.117,1,If I Was a Dj - Supernova Dub,0,2019-04-12,0.0671,122.017,0.373,2019
0.124,['Rev. Jay Kool'],0.411,27768,0.939,1,2.12e-06,0.361,-10.336,0,Screwed Up - Screwed,0,2018-05-02,0.0877,90.297,0.0332,2018
0.0227,['Rev. Jay Kool'],0.428,91037,0.945,1,0.0,0.314,-0.508,1,I Remember,0,2018-05-02,0.0504,106.259,0.3989999999999999,2018
0.0248,['Rev. Jay Kool'],0.484,215667,0.83,0,0.0,0.192,-1.369,0,"See You, Hear You",0,2018-05-02,0.0287,130.03799999999998,0.6829999999999999,2018
0.0002839999999999,['Rev. Jay Kool'],0.359,262087,0.925,1,4.9e-05,0.0753,-6.944,1,Playground Rulz,0,2018-05-02,0.0431,177.58,0.7859999999999999,2018
0.0918,['Rev. Jay Kool'],0.469,180376,0.735,1,0.0,0.153,-10.276,1,Two Steps,0,2018-05-02,0.0326,179.761,0.767,2018
0.0182,['Rev. Jay Kool'],0.419,174889,0.941,1,0.0,0.362,-1.1,0,Anarchy Today,0,2018-05-02,0.0425,90.446,0.5660000000000001,2018
0.022,['Rev. Jay Kool'],0.442,283664,0.807,0,0.0,0.6859999999999999,-2.082,1,Kidz,0,2018-05-02,0.0354,85.71600000000002,0.603,2018
0.037,['Rev. Jay Kool'],0.546,235207,0.915,0,0.0,0.107,-10.549,1,Bye Bye Sweetheart,0,2018-05-02,0.0342,95.746,0.706,2018
0.000254,['Rev. Jay Kool'],0.419,321123,0.775,0,0.0002,0.114,-4.713,1,Please Play Me,0,2018-05-02,0.0302,162.711,0.532,2018
0.924,['Rev. Jay Kool'],0.653,145241,0.216,1,0.0,0.16,-9.776,1,Sometimes I Can't Win,0,2018-05-02,0.0383,99.347,0.238,2018
0.14,['Rev. Jay Kool'],0.4579999999999999,293016,0.873,0,0.0,0.0644,-10.875,1,Lost & Gone,0,2018-05-02,0.0389,180.847,0.552,2018
0.00412,['Rev. Jay Kool'],0.34,126798,0.942,1,0.0,0.13,-1.425,1,It's Your Story,0,2018-05-02,0.131,170.64,0.422,2018
0.11,"['Jimmi Carr', 'Jimmi Carr Band']",0.62,223787,0.6779999999999999,0,0.0871,0.142,-7.426,0,Black Feathers,0,2019-09-13,0.03,80.094,0.8490000000000001,2019
0.207,"['Jimmi Carr', 'Jimmi Carr Band']",0.608,249413,0.442,0,0.000728,0.205,-8.568999999999999,1,Shadow of a Man,0,2019-09-13,0.0258,115.967,0.165,2019
0.0703,"['Jimmi Carr', 'Jimmi Carr Band']",0.585,244333,0.7609999999999999,0,0.00026,0.0899,-4.302,1,Blind Eye,0,2019-09-13,0.0325,80.012,0.677,2019
0.187,"['Jimmi Carr', 'Jimmi Carr Band']",0.69,180373,0.867,0,0.000151,0.217,-5.038,1,Stand and Deliver,0,2019-09-13,0.1989999999999999,147.975,0.7859999999999999,2019
0.0662,['Bling Bling Bros'],0.743,250000,0.524,0,0.175,0.297,-10.557,0,Lollipop,0,2018-01-05,0.0421,147.999,0.4629999999999999,2018
0.0267,['Keziah Powell'],0.7440000000000001,235984,0.555,0,0.0,0.495,-9.547,1,Closer,0,2018-01-05,0.0953,126.011,0.606,2018
0.0637,['Bierstrassen Cowboys'],0.8079999999999999,211000,0.887,0,0.0,0.0995,-5.001,1,"Finger Im Po, Mexiko!",0,2018-01-05,0.0534,134.98,0.8170000000000001,2018
0.00196,['Carol Candy'],0.7190000000000001,180000,0.6609999999999999,0,0.0,0.0586,-6.502000000000002,1,I Kissed a Girl,0,2018-01-05,0.0306,129.899,0.718,2018
0.0863,['RnB Flavors'],0.6829999999999999,266000,0.561,0,0.0,0.193,-9.283,1,Love in This Club,0,2018-01-05,0.054,137.969,0.341,2018
0.00843,['Bling Bling Bros'],0.727,248000,0.531,0,0.0,0.238,-10.022,1,Whatever You Like,0,2018-01-05,0.0806,150.00799999999995,0.546,2018
0.0179,['Stereo Avenue'],0.51,242000,0.552,0,0.000175,0.0865,-9.13,0,Viva La Vida,0,2018-01-05,0.0282,138.001,0.396,2018
0.00686,"['Lisa Bonita', 'Vic van Mason']",0.805,245000,0.8859999999999999,0,0.0013,0.158,-8.267999999999999,1,4 Minutes,0,2018-01-05,0.0546,113.024,0.633,2018
0.102,"['Ambrosio', 'Sassydee']",0.545,264000,0.679,0,0.0,0.2189999999999999,-7.951,1,No Air,0,2018-01-05,0.0569,160.032,0.474,2018
0.000357,['The Gym Allstars'],0.7609999999999999,223000,0.741,0,0.0,0.0748,-8.349,1,Hot n Cold,0,2018-01-05,0.0374,132.006,0.4539999999999999,2018
0.168,['Stereo Avenue'],0.331,223000,0.4970000000000001,0,1.21e-06,0.0904,-8.236,1,Stop and Stare,0,2018-01-05,0.0319,184.804,0.247,2018
0.642,['Carol Candy'],0.536,197000,0.382,0,9.08e-05,0.114,-9.403,1,Bubbly,0,2018-01-05,0.0373,128.028,0.177,2018
0.0993,['Keziah Powell'],0.7,253000,0.539,0,0.0,0.0397,-8.821,1,With You,0,2018-01-05,0.1169999999999999,85.975,0.665,2018
0.532,['Sassydee'],0.74,226000,0.508,0,3.11e-06,0.1639999999999999,-9.048,1,Take a Bow,0,2018-01-05,0.0499,82.00399999999998,0.478,2018
0.000118,['Carol Candy'],0.545,215000,0.6679999999999999,0,0.0003689999999999,0.336,-6.513,0,So What,0,2018-01-05,0.0434,125.998,0.415,2018
0.0892,['Miami Beatz'],0.897,231000,0.508,0,0.0,0.195,-11.65,1,Low,0,2018-01-05,0.292,128.056,0.414,2018
0.1119999999999999,['Dianne Brown'],0.715,245000,0.446,0,1.59e-06,0.107,-9.096,0,No One,0,2018-01-05,0.0358,90.00399999999998,0.237,2018
0.0015,['Platinum Deluxe'],0.687,185000,0.5329999999999999,0,0.0,0.1159999999999999,-8.888,1,Apologize,0,2018-01-05,0.031,117.99,0.1,2018
0.265,['Dianne Brown'],0.647,263000,0.557,0,1.7899999999999998e-05,0.1119999999999999,-6.444,1,Bleeding Love,0,2018-01-05,0.0383,104.008,0.2239999999999999,2018
0.0181,['Sassydee'],0.887,269000,0.64,0,0.00203,0.106,-9.229,0,Don't Stop the Music,0,2018-01-05,0.193,122.711,0.949,2018
0.0055,['NotteNera'],0.423,229506,0.826,0,0.0,0.141,-5.665,1,My Way,0,2018-12-29,0.306,189.446,0.406,2018
0.0889,['NotteNera'],0.421,240605,0.878,0,0.0,0.312,-5.625,0,Light the Fire,0,2018-12-29,0.428,79.234,0.58,2018
0.954,['Gavin Murphy'],0.539,170241,0.258,0,0.0016699999999999,0.103,-11.688,1,You're out There,0,2018-03-11,0.0287,77.51899999999998,0.34,2018
0.4370000000000001,['NotteNera'],0.716,232411,0.6659999999999999,1,0.0,0.152,-6.82,1,Il filo del rasoio,0,2018-12-29,0.132,91.997,0.61,2018
0.244,['NotteNera'],0.361,234214,0.78,1,0.0,0.335,-7.928,1,Epoca sintetica,0,2018-12-29,0.4370000000000001,170.99400000000003,0.632,2018
0.156,"['NotteNera', 'Whisky The Ripper']",0.6859999999999999,222851,0.841,1,0.0,0.173,-6.516,1,poker d'assi,0,2018-12-29,0.316,80.045,0.599,2018
0.377,"['Gavin Murphy', 'Rich P.']",0.82,174734,0.55,0,5.8e-06,0.0528,-6.184,1,Dance with Me,0,2018-03-11,0.0526,115.024,0.968,2018
0.222,['NotteNera'],0.662,226273,0.816,0,0.0,0.24,-5.862,0,L'onere della corona,0,2018-12-29,0.299,98.09,0.835,2018
0.927,['Gavin Murphy'],0.612,230061,0.265,0,4.64e-05,0.158,-12.734000000000002,1,Now,0,2018-03-11,0.0302,139.933,0.515,2018
0.171,['NotteNera'],0.69,206733,0.83,0,0.0,0.204,-4.498,0,All In,0,2018-12-29,0.347,89.91799999999998,0.79,2018
0.391,['NotteNera'],0.5529999999999999,264986,0.762,1,0.0,0.505,-5.425,1,88201,0,2018-12-29,0.272,84.887,0.441,2018
0.123,['NotteNera'],0.75,248779,0.757,1,0.0,0.0993,-4.287,0,Art.140,0,2018-12-29,0.207,89.96,0.505,2018
0.0844,"['NotteNera', 'Occhi Viola']",0.6559999999999999,216967,0.76,0,0.0,0.319,-9.452,1,Resisti!,0,2018-12-29,0.377,104.774,0.508,2018
0.0963,"['NotteNera', 'Jas']",0.501,177615,0.862,1,0.0,0.291,-6.694,0,Ladistown,0,2018-12-29,0.252,91.872,0.317,2018
0.0405,['NotteNera'],0.471,257254,0.655,0,0.0,0.124,-9.835,1,Sulla stessa strada,0,2018-12-29,0.295,179.956,0.4629999999999999,2018
0.8340000000000001,['Gavin Murphy'],0.627,239805,0.46,0,0.000988,0.0982,-10.235,1,That's All,0,2018-03-11,0.0333,159.967,0.6859999999999999,2018
0.831,['Gavin Murphy'],0.636,245265,0.3939999999999999,0,0.0,0.0795,-6.2079999999999975,1,Letting It Out,0,2018-03-11,0.0268,90.369,0.5870000000000001,2018
0.196,['NotteNera'],0.727,235363,0.7190000000000001,1,0.0,0.499,-4.682,0,Megatonica,0,2018-12-29,0.2739999999999999,99.938,0.8240000000000001,2018
0.0009369999999999,['NotteNera'],0.4039999999999999,219063,0.672,1,0.0,0.203,-7.207999999999997,0,Piu' forte,0,2018-12-29,0.171,86.26700000000002,0.281,2018
0.868,['Gavin Murphy'],0.465,239857,0.244,0,0.0,0.254,-9.908,1,Wesley Lynne,0,2018-03-11,0.0395,113.9,0.561,2018
0.297,"['NotteNera', 'Tony Haze', 'Explosive Boyz']",0.6779999999999999,235285,0.6729999999999999,1,0.0,0.1969999999999999,-6.801,0,Sapore di mare,0,2018-12-29,0.0896,104.965,0.862,2018
0.682,['Gavin Murphy'],0.5820000000000001,228599,0.79,0,9.65e-06,0.126,-9.507,1,Jessika,0,2018-03-11,0.0312,91.5,0.916,2018
0.0273,['NotteNera'],0.6509999999999999,233546,0.866,0,0.0,0.0825,-4.587,0,Social Distortion,0,2018-12-29,0.296,167.912,0.706,2018
0.498,"['NotteNera', 'Nina Shot']",0.586,179761,0.956,0,0.0,0.211,-5.5820000000000025,0,S.O.S.,0,2018-12-29,0.2269999999999999,114.027,0.593,2018
0.376,['NotteNera'],0.489,258116,0.8009999999999999,0,0.0,0.0591,-8.221,0,La citta' persa,0,2018-12-29,0.084,93.261,0.584,2018
0.416,"['Tritonal', 'Sj', 'Emma Gatsby']",0.4429999999999999,220000,0.726,0,0.0,0.369,-3.745,1,Hung Up,1,2018-09-28,0.1669999999999999,119.824,0.37,2018
0.0276,['Madison Mars'],0.635,190000,0.948,0,0.00609,0.3389999999999999,-2.634,0,Shuffle Shuttle,0,2018-09-28,0.133,126.028,0.649,2018
0.205,"['Manse', 'Cornelia Jakobs']",0.467,163125,0.8490000000000001,0,0.0,0.472,-2.274,0,We Come Alive,0,2018-09-28,0.0871,127.985,0.3389999999999999,2018
9.22e-06,"['Matt Fax', 'Matters']",0.5660000000000001,229268,0.8220000000000001,0,0.87,0.0859,-7.994,1,Moves,0,2018-09-28,0.0623,123.003,0.431,2018
0.000531,"['Tritonal', 'Ben Gold']",0.542,351805,0.963,0,0.65,0.353,-4.813,0,Slave - Tritonal & Ben Gold Club Mix,0,2018-09-28,0.183,132.345,0.352,2018
0.0155,['Andy Bianchini'],0.638,220800,0.8809999999999999,0,0.0158,0.24,-4.157,0,Gotta Know,0,2018-09-28,0.0433,124.976,0.207,2018
0.000241,['Soundprank'],0.6609999999999999,410625,0.875,0,0.565,0.121,-5.194,1,Squared,0,2018-09-28,0.0629,128.026,0.366,2018
0.00627,"['Nonsense Stinks', 'Daugse']",0.6,241622,0.589,1,0.0002009999999999,0.307,-8.419,1,Diamond 'N the Rough,0,2018-06-01,0.314,166.062,0.695,2018
0.000396,['Daun Giventi'],0.613,216231,0.721,0,0.0922,0.906,-8.133,0,Sutra,0,2018-09-28,0.0641,130.003,0.0724,2018
0.316,['Fabio Velo'],0.331,258387,0.593,0,0.0,0.3779999999999999,-5.1960000000000015,0,Voglio sentire,0,2018-02-03,0.0444,83.645,0.143,2018
0.00031,"['Nonsense Stinks', 'Daugse']",0.816,225152,0.376,1,0.0002089999999999,0.122,-12.577,0,Lose My Mind,0,2018-06-01,0.287,104.08,0.256,2018
0.000446,['Audien'],0.539,518095,0.922,0,0.773,0.654,-6.053,0,Keep This Memory,0,2018-09-28,0.046,125.99,0.248,2018
0.8059999999999999,['Ruben'],0.603,155720,0.765,0,0.0,0.304,-6.358,0,Disoccupato,0,2018-02-03,0.0653,159.082,0.856,2018
0.214,['Palaraga'],0.552,306580,0.4629999999999999,0,0.581,0.1169999999999999,-13.103,0,La Flor Del Infinito,1,2018-10-21,0.0351,160.037,0.294,2018
7.85e-05,['Jaco'],0.736,449724,0.5820000000000001,0,0.901,0.903,-7.197,1,Malaysia,0,2018-09-28,0.0548,131.034,0.283,2018
0.000459,"['Daniel Kandi', 'Sarah Russell']",0.523,415000,0.893,0,0.504,0.669,-6.71,0,Change The World,0,2018-09-28,0.0411,137.985,0.237,2018
0.0264,"['Cuebrick', 'KARRA']",0.46,196872,0.7859999999999999,0,1e-05,0.245,-4.961,1,Smoke & Fire,1,2018-09-28,0.0425,159.946,0.407,2018
0.00474,['Noise Zoo'],0.539,204375,0.906,0,0.0514,0.902,-6.562,0,Vernazza,0,2018-09-28,0.0556,128.016,0.13,2018
0.531,"['Myka 9', 'Factor Chandelier', 'Paranoid Castle']",0.7759999999999999,247080,0.81,0,6.459999999999997e-05,0.1689999999999999,-7.262,1,Meditate,1,2019-01-15,0.0653,99.089,0.3939999999999999,2019
0.148,"['Myka 9', 'Factor Chandelier', 'Evil Ebenezer']",0.639,224212,0.659,0,2.26e-05,0.18,-7.4289999999999985,0,Pocket Full of Pain,0,2019-01-15,0.109,145.888,0.674,2019
0.4539999999999999,"['Myka 9', 'Factor Chandelier']",0.633,165994,0.674,0,1.06e-06,0.574,-7.588999999999999,0,Fly Paper,1,2019-01-15,0.4379999999999999,119.418,0.826,2019
0.564,"['Myka 9', 'Factor Chandelier', 'AWOL One', 'Gel Roc']",0.726,203373,0.84,0,2.7600000000000014e-05,0.318,-9.877,1,91 Octane,1,2019-01-15,0.243,121.131,0.691,2019
0.561,"['Myka 9', 'Factor Chandelier']",0.667,212493,0.711,0,0.00165,0.291,-7.282,1,1969,3,2019-01-15,0.0532,92.582,0.708,2019
0.6990000000000001,"['Myka 9', 'Factor Chandelier']",0.616,170580,0.544,0,0.0249,0.11,-9.832,0,Downtown Wicked - Demo,1,2019-01-15,0.148,90.434,0.17,2019
0.494,"['Myka 9', 'Factor Chandelier']",0.7390000000000001,186000,0.557,0,0.00719,0.124,-9.375,1,Skyscraper,1,2019-01-15,0.156,119.974,0.3670000000000001,2019
0.716,"['Myka 9', 'Factor Chandelier']",0.616,164849,0.723,0,0.636,0.105,-9.187,1,Smoke Dance,0,2019-01-15,0.3329999999999999,98.642,0.3,2019
0.6920000000000001,"['Myka 9', 'Factor Chandelier']",0.417,222588,0.8,0,0.775,0.417,-5.674,0,Sovereign Soul,2,2019-01-15,0.148,86.03,0.659,2019
0.588,"['Myka 9', 'Factor Chandelier']",0.741,184633,0.768,1,0.00894,0.143,-6.5360000000000005,0,Sexy to the Beat,1,2019-01-15,0.166,99.977,0.514,2019
0.52,"['Myka 9', 'Factor Chandelier']",0.397,224027,0.951,0,0.0393,0.126,-8.732000000000001,1,Denied,1,2019-01-15,0.8190000000000001,91.693,0.471,2019
0.244,"['Myka 9', 'Factor Chandelier']",0.741,183763,0.732,0,0.0631,0.319,-6.806,1,One Time,0,2019-01-15,0.096,79.995,0.516,2019
0.625,"['Myka 9', 'Factor Chandelier']",0.748,160520,0.8320000000000001,0,0.00123,0.265,-6.816,1,You Are Free,1,2019-01-15,0.158,134.088,0.6829999999999999,2019
0.474,"['Myka 9', 'Factor Chandelier']",0.352,155455,0.8390000000000001,0,1.82e-05,0.131,-7.346,1,Not on Our Watch,0,2019-01-15,0.292,175.49599999999995,0.235,2019
0.356,"['Myka 9', 'Factor Chandelier']",0.672,181333,0.7709999999999999,0,0.134,0.264,-7.1610000000000005,1,Stand Still,2,2019-01-15,0.39,89.93,0.61,2019
0.155,"['Myka 9', 'Factor Chandelier']",0.736,214521,0.652,0,0.255,0.136,-10.069,0,Creeper,0,2019-01-15,0.186,93.01,0.639,2019
0.16,"['Myka 9', 'Factor Chandelier']",0.703,122813,0.8190000000000001,0,0.0066799999999999,0.142,-8.693,1,Hand Bone,2,2019-01-15,0.341,171.188,0.909,2019
